time,a,e,i,Omega,omega,theta,tp
2023-10-14 01:35:59.999999,6764631.005829806,0.0004795278437413423,0.7250372451363694,2.6480847525545115,2.195896543129061,0.25604295547098577,2023-10-14 01:32:14.577073
2023-10-14 01:40:00.000000,6762351.460228435,0.0005573767222039581,0.7248455165081933,2.647767516618159,1.519838897165462,0.6595923499572685,2023-10-14 01:30:19.631994
2023-10-14 01:44:00.000000,6760506.714881008,0.0008137963286292643,0.724689794594363,2.647304268834214,1.395323610544702,0.5115764885593501,2023-10-14 01:36:30.288523
2023-10-14 01:47:59.999899,6759607.479867274,0.000951950255614386,0.7246150748921297,2.646743900927885,1.4919690873289015,0.14237512620110815,2023-10-14 01:45:54.909727
2023-10-14 01:51:59.999999,6759940.7265280355,0.0008929333605417535,0.7246429415347115,2.646163086577329,1.6074644955912798,-0.24568777855737722,2023-10-14 01:55:35.904156
2023-10-14 01:56:00.000000,6761389.229533281,0.0006743241948974062,0.7247648200744184,2.6456480862161342,1.591425722764509,-0.5022084183758724,2023-10-14 02:03:21.679756
2023-10-14 02:00:00.000000,6763518.30957091,0.0004986108991670781,0.724945177036592,2.6452617429144714,1.1353657848882317,-0.31869320295094417,2023-10-14 02:04:40.502713
2023-10-14 02:03:59.999899,6765710.285113105,0.0006985043880623395,0.7251323333200065,2.6450297284134083,0.601816000611228,-0.05768606835708445,2023-10-14 02:04:50.776738
2023-10-14 02:07:59.999999,6767345.568967174,0.001078876509918854,0.7252704033916831,2.644936109367799,0.5621633021931088,-0.2906059556135346,2023-10-14 02:12:15.704823
2023-10-14 02:12:00.000000,6768053.347712665,0.0014118015410413572,0.7253179868103216,2.6449226451324463,0.7170042104989128,-0.7159067126460378,2023-10-14 02:22:29.735927
2023-10-14 02:16:00.000000,6767506.108336774,0.0015929972498227658,0.7252587495996341,2.6449065583458866,0.9453309114276104,-0.6714378441325056,2023-10-14 02:25:50.333196
2023-10-14 02:19:59.999899,6765859.60513626,0.001591608604025603,0.7251099668696559,2.644805324686474,1.1919158999113377,-0.6450402589508271,2023-10-14 02:29:26.908651
